Code,Disease
Q0240,600 mg
Q0240,Casirivi 600 imdevi mg and
Q0243,Casirivimab and imdevimab
Q0243,Casirivimab and
Q0243,and imdevimab
Q0243,imdevimab Casirivimab and
Q0244,Casirivi and imdevi 1200 mg
Q0244,Casirivi and
Q0244,and imdevi
Q0244,imdevi 1200
Q0244,1200 mg
Q0244,1200 Casirivi mg imdevi and
Q0245,Bamlanivimab and etesevima
Q0245,Bamlanivimab and
Q0245,and etesevima
Q0245,etesevima and Bamlanivimab
Q0247,Sotrovimab
Q0249,Tocilizumab for covid-19
Q0249,Tocilizumab for
Q0249,for covid-19
Q0249,for covid-19 Tocilizumab
Q2034,Agriflu vaccine
Q2034,vaccine Agriflu
Q2035,"Afluria vacc, 3 yrs  >, im"
Q2035,"Afluria vacc,"
Q2035,"vacc, 3"
Q2035,3 yrs
Q2035,"yrs >,"
Q2035,">, im"
Q2035,"vacc, yrs 3 im Afluria >,"
Q2036,"Flulaval vacc, 3 yrs  >, im"
Q2036,"Flulaval vacc,"
Q2036,"vacc, 3"
Q2036,3 yrs
Q2036,"yrs >,"
Q2036,">, im"
Q2036,"vacc, im >, yrs 3 Flulaval"
Q2037,"Fluvirin vacc, 3 yrs  >, im"
Q2037,"Fluvirin vacc,"
Q2037,"vacc, 3"
Q2037,3 yrs
Q2037,"yrs >,"
Q2037,">, im"
Q2037,"yrs 3 Fluvirin im vacc, >,"
Q2038,"Fluzone vacc, 3 yrs  >, im"
Q2038,"Fluzone vacc,"
Q2038,"vacc, 3"
Q2038,3 yrs
Q2038,"yrs >,"
Q2038,">, im"
Q2038,"yrs 3 vacc, >, Fluzone im"
Q2039,"Influenza virus vaccine, nos"
Q2039,Influenza virus
Q2039,"virus vaccine,"
Q2039,"vaccine, nos"
Q2039,"virus Influenza vaccine, nos"
